Hồ chứa,LVS/Hồ/Ngày/Giờ,thoi_gian,Lưu vực sông,Mực nước hồ (m),Lưu lượng đến hồ (m³/s),Tổng lưu lượng xả (m³/s)[Yêu cầu],Tổng lưu lượng xả (m³/s)[Thực tế],Tổng lưu lượng xả (m³/s)[+/-],Dòng chảy tối thiểu (m³/s)[Yêu cầu],Dòng chảy tối thiểu (m³/s)[Thực tế],Dòng chảy tối thiểu (m³/s)[+/-],Thời gian xả (Giờ)[Yêu cầu],Thời gian xả (Giờ)[Thực tế],Thời gian xả (Giờ)[+/-],Thực Hiện
Hòa Bình,19,06/03/2018,Hồng,110.48,2870,600,693,93,--,0,--,--,--,--,Đúng
Hòa Bình,1,07/03/2018,Hồng,110.93,2920,600,576,-24,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,07/03/2018,Hồng,111.20,3000,600,691,91,--,0,--,--,--,--,Đúng
Hòa Bình,13,07/03/2018,Hồng,111.39,2530,600,345,-255,--,0,--,--,--,--,Không Đúng
Hòa Bình,19,07/03/2018,Hồng,111.61,2350,600,317,-283,--,0,--,--,--,--,Không Đúng
Hòa Bình,1,08/03/2018,Hồng,111.92,3090,600,229,-371,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,08/03/2018,Hồng,112.20,342,600,342,-258,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,08/03/2018,Hồng,112.32,1680,600,455,-145,--,0,--,--,--,--,Không Đúng
Hòa Bình,19,08/03/2018,Hồng,112.36,748,600,365,-235,--,0,--,--,--,--,Không Đúng
Hòa Bình,1,09/03/2018,Hồng,112.28,40,600,431,-169,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,09/03/2018,Hồng,112.16,40,600,414,-186,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,09/03/2018,Hồng,112.06,40,600,617,17,--,0,--,--,--,--,Đúng
Hòa Bình,19,09/03/2018,Hồng,111.78,40,600,761,161,--,0,--,--,--,--,Đúng
Hòa Bình,1,10/03/2018,Hồng,112.06,1420,600,457,-143,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,10/03/2018,Hồng,111.98,40,600,525,-75,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,10/03/2018,Hồng,111.88,40,600,761,161,--,0,--,--,--,--,Đúng
Hòa Bình,19,10/03/2018,Hồng,111.78,40,600,228,-372,--,0,--,--,--,--,Không Đúng
Hòa Bình,1,11/03/2018,Hồng,111.90,571,600,228,-372,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,11/03/2018,Hồng,111.83,40,600,228,-372,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,11/03/2018,Hồng,111.78,40,600,228,-372,--,0,--,--,--,--,Không Đúng
Hòa Bình,19,11/03/2018,Hồng,111.71,40,600,228,-372,--,0,--,--,--,--,Không Đúng
Hòa Bình,1,12/03/2018,Hồng,111.71,407,600,547,-53,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,12/03/2018,Hồng,111.66,104,600,543,-57,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,12/03/2018,Hồng,111.56,40,600,415,-185,--,0,--,--,--,--,Không Đúng
Hòa Bình,19,12/03/2018,Hồng,111.51,271,600,700,100,--,0,--,--,--,--,Đúng
Hòa Bình,1,13/03/2018,Hồng,111.48,40,600,571,-29,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,13/03/2018,Hồng,111.42,40,600,477,-123,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,13/03/2018,Hồng,111.32,40,600,650,50,--,0,--,--,--,--,Đúng
Hòa Bình,19,13/03/2018,Hồng,111.25,212,600,828,228,--,0,--,--,--,--,Đúng
Hòa Bình,1,14/03/2018,Hồng,111.27,228,600,750,150,--,0,--,--,--,--,Đúng
Hòa Bình,7,14/03/2018,Hồng,111.19,384,600,536,-64,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,14/03/2018,Hồng,111.05,40,600,750,150,--,0,--,--,--,--,Đúng
Hòa Bình,19,14/03/2018,Hồng,110.92,40,600,948,348,--,0,--,--,--,--,Đúng
Hòa Bình,1,15/03/2018,Hồng,111,40,600,480,-120,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,15/03/2018,Hồng,110.92,40,600,725,125,--,0,--,--,--,--,Đúng
Hòa Bình,13,15/03/2018,Hồng,110.78,40,600,900,300,--,0,--,--,--,--,Đúng
Hòa Bình,19,15/03/2018,Hồng,110.76,912,600,1040,440,--,0,--,--,--,--,Đúng
Hòa Bình,1,16/03/2018,Hồng,110.83,1420,600,935,335,--,0,--,--,--,--,Đúng
Hòa Bình,7,16/03/2018,Hồng,110.74,375,600,1190,590,--,0,--,--,--,--,Đúng
Hòa Bình,13,16/03/2018,Hồng,110.76,1450,600,1350,750,--,0,--,--,--,--,Đúng
Hòa Bình,19,16/03/2018,Hồng,110.73,866,600,859,259,--,0,--,--,--,--,Đúng
Hòa Bình,1,17/03/2018,Hồng,110.76,1270,600,1140,540,--,0,--,--,--,--,Đúng
Hòa Bình,7,17/03/2018,Hồng,110.64,195,600,1410,810,--,0,--,--,--,--,Đúng
Hòa Bình,13,17/03/2018,Hồng,110.64,1180,600,950,350,--,0,--,--,--,--,Đúng
Hòa Bình,19,17/03/2018,Hồng,110.52,40,600,1050,450,--,0,--,--,--,--,Đúng
Hòa Bình,1,18/03/2018,Hồng,110.49,875,600,1240,640,--,0,--,--,--,--,Đúng
Hòa Bình,7,18/03/2018,Hồng,110.40,54,600,485,-115,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,18/03/2018,Hồng,110.30,40,600,838,238,--,0,--,--,--,--,Đúng
Hòa Bình,19,18/03/2018,Hồng,110.15,40,600,1190,590,--,0,--,--,--,--,Đúng
Hòa Bình,1,19/03/2018,Hồng,110.23,792,600,789,189,--,0,--,--,--,--,Đúng
Hòa Bình,7,19/03/2018,Hồng,110.15,255,600,968,368,--,0,--,--,--,--,Đúng
Hòa Bình,13,19/03/2018,Hồng,110.65,398,600,1280,680,--,0,--,--,--,--,Đúng
Hòa Bình,19,19/03/2018,Hồng,109.89,571,600,1980,1380,--,0,--,--,--,--,Đúng
Hòa Bình,1,20/03/2018,Hồng,109.90,11.94,600,466,-134,--,0,--,--,--,--,Không Đúng
Hòa Bình,7,20/03/2018,Hồng,109.79,40,600,585,-15,--,0,--,--,--,--,Không Đúng
Hòa Bình,13,20/03/2018,Hồng,109.74,259,600,689,89,--,0,--,--,--,--,Đúng
Hòa Bình,19,20/03/2018,Hồng,109.69,979,600,1400,800,--,0,--,--,--,--,Đúng
Hòa Bình,1,21/03/2018,Hồng,109.78,1910,600,1170,570,--,0,--,--,--,--,Đúng
Hòa Bình,7,21/03/2018,Hồng,109.67,46,600,843,243,--,0,--,--,--,--,Đúng
Hòa Bình,13,21/03/2018,Hồng,109.53,40,600,720,120,--,0,--,--,--,--,Đúng
Hòa Bình,19,21/03/2018,Hồng,109.48,583,600,1010,410,--,0,--,--,--,--,Đúng
Hòa Bình,1,22/03/2018,Hồng,109.50,1300,600,1350,750,--,0,--,--,--,--,Đúng
Hòa Bình,7,22/03/2018,Hồng,109.37,75,600,1080,480,--,0,--,--,--,--,Đúng
Hòa Bình,13,22/03/2018,Hồng,109.37,1120,600,1000,400,--,0,--,--,--,--,Đúng
Hòa Bình,19,22/03/2018,Hồng,109.37,1120,600,1340,740,--,0,--,--,--,--,Đúng
Hòa Bình,1,23/03/2018,Hồng,109.28,1020,600,734,134,--,0,--,--,--,--,Đúng
Hòa Bình,7,23/03/2018,Hồng,109.24,397,600,734,134,--,0,--,--,--,--,Đúng
Hòa Bình,13,23/03/2018,Hồng,109.15,421,600,1200,600,--,0,--,--,--,--,Đúng
Hòa Bình,19,23/03/2018,Hồng,109.03,339,600,1440,840,--,0,--,--,--,--,Đúng
Hòa Bình,1,24/03/2018,Hồng,109.07,40,600,961,361,--,0,--,--,--,--,Đúng
Hòa Bình,7,24/03/2018,Hồng,108.95,40,600,1150,550,--,0,--,--,--,--,Đúng
Hòa Bình,13,24/03/2018,Hồng,108.91,820,600,1200,600,--,0,--,--,--,--,Đúng
Hòa Bình,19,24/03/2018,Hồng,108.78,168,600,1200,600,--,0,--,--,--,--,Đúng
Hòa Bình,1,25/03/2018,Hồng,108.88,40,600,1060,460,--,0,--,--,--,--,Đúng
Hòa Bình,7,25/03/2018,Hồng,108.74,40,600,1270,670,--,0,--,--,--,--,Đúng
Hòa Bình,13,25/03/2018,Hồng,108.54,40,600,1440,840,--,0,--,--,--,--,Đúng
Hòa Bình,19,25/03/2018,Hồng,108.48,625,600,852,252,--,0,--,--,--,--,Đúng
Hòa Bình,1,26/03/2018,Hồng,108.52,40,600,1010,410,--,0,--,--,--,--,Đúng
Hòa Bình,7,26/03/2018,Hồng,104.47,463,600,905,305,--,0,--,--,--,--,Đúng
Hòa Bình,13,26/03/2018,Hồng,108.43,466,600,803,203,--,0,--,--,--,--,Đúng
Hòa Bình,19,26/03/2018,Hồng,108.41,789,600,1440,840,--,0,--,--,--,--,Đúng
Hòa Bình,1,27/03/2018,Hồng,108.49,2030,600,1180,580,--,0,--,--,--,--,Đúng
Hòa Bình,7,27/03/2018,Hồng,108.34,40,600,1180,580,--,0,--,--,--,--,Đúng
Hòa Bình,13,27/03/2018,Hồng,108.39,1410,600,945,345,--,0,--,--,--,--,Đúng
Hòa Bình,19,27/03/2018,Hồng,108.29,203,600,1420,820,--,0,--,--,--,--,Đúng
Hòa Bình,1,28/03/2018,Hồng,108.42,2360,600,1360,760,--,0,--,--,--,--,Đúng
Hòa Bình,7,28/03/2018,Hồng,108.24,40,600,1420,820,--,0,--,--,--,--,Đúng
Hòa Bình,15,28/03/2018,Hồng,108.29,1310,600,1070,470,--,0,--,--,--,--,Đúng
Hòa Bình,19,28/03/2018,Hồng,108.21,648,600,1240,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,29/03/2018,Hồng,108.30,2240,600,1420,820,--,0,--,--,--,--,Đúng
Hòa Bình,7,29/03/2018,Hồng,108.19,225,600,1190,590,--,0,--,--,--,--,Đúng
Hòa Bình,13,29/03/2018,Hồng,108.09,314,600,1190,590,--,0,--,--,--,--,Đúng
Hòa Bình,19,29/03/2018,Hồng,108.08,1360,600,1430,830,--,0,--,--,--,--,Đúng
Hòa Bình,1,30/03/2018,Hồng,108.17,2190,600,1330,730,--,0,--,--,--,--,Đúng
Hòa Bình,7,30/03/2018,Hồng,108.04,232,600,1370,770,--,0,--,--,--,--,Đúng
Hòa Bình,13,30/03/2018,Hồng,108.06,1620,600,1430,830,--,0,--,--,--,--,Đúng
Hòa Bình,19,30/03/2018,Hồng,107.97,639,600,1430,830,--,0,--,--,--,--,Đúng
Hòa Bình,1,31/03/2018,Hồng,108.09,2190,600,1330,730,--,0,--,--,--,--,Đúng
Hòa Bình,7,31/03/2018,Hồng,107.91,40,600,1000,400,--,0,--,--,--,--,Đúng
Hòa Bình,13,31/03/2018,Hồng,107.85,709,600,1200,600,--,0,--,--,--,--,Đúng
Hòa Bình,19,31/03/2018,Hồng,107.80,1010,600,1430,830,--,0,--,--,--,--,Đúng
Hòa Bình,1,01/04/2018,Hồng,107.86,1690,800,857,57,--,0,--,--,--,--,Đúng
Hòa Bình,7,01/04/2018,Hồng,107.74,40,800,1010,210,--,0,--,--,--,--,Đúng
Hòa Bình,13,01/04/2018,Hồng,107.72,759,800,1010,210,--,0,--,--,--,--,Đúng
Hòa Bình,19,01/04/2018,Hồng,107.54,666,800,917,117,--,0,--,--,--,--,Đúng
Hòa Bình,1,02/04/2018,Hồng,107.73,334,800,1285,485,--,0,--,--,--,--,Đúng
Hòa Bình,7,02/04/2018,Hồng,107.51,40,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,02/04/2018,Hồng,107.52,1540,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,02/04/2018,Hồng,107.54,1630,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,03/04/2018,Hồng,107.72,2190,800,1330,530,--,0,--,--,--,--,Đúng
Hòa Bình,7,03/04/2018,Hồng,107.59,40,800,1330,530,--,0,--,--,--,--,Đúng
Hòa Bình,13,03/04/2018,Hồng,107.60,2170,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,19,03/04/2018,Hồng,107.64,1800,800,1450,650,--,0,--,--,--,--,Đúng
Hòa Bình,1,04/04/2018,Hồng,107.78,2230,800,1160,360,--,0,--,--,--,--,Đúng
Hòa Bình,7,04/04/2018,Hồng,107.56,40,800,1300,500,--,0,--,--,--,--,Đúng
Hòa Bình,13,04/04/2018,Hồng,107.71,2180,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,04/04/2018,Hồng,107.74,1070,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,05/04/2018,Hồng,107.82,2080,800,1290,490,--,0,--,--,--,--,Đúng
Hòa Bình,7,05/04/2018,Hồng,107.67,40,800,1290,490,--,0,--,--,--,--,Đúng
Hòa Bình,13,05/04/2018,Hồng,107.76,2250,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,05/04/2018,Hồng,107.69,838,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,06/04/2018,Hồng,107.85,2790,800,1310,510,--,0,--,--,--,--,Đúng
Hòa Bình,7,06/04/2018,Hồng,107.69,40,800,1370,570,--,0,--,--,--,--,Đúng
Hòa Bình,13,06/04/2018,Hồng,107.77,2160,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,06/04/2018,Hồng,107.64,313,800,450,-350,--,0,--,--,--,--,Không Đúng
Hòa Bình,1,07/04/2018,Hồng,107.55,1760,800,1020,220,--,0,--,--,--,--,Đúng
Hòa Bình,7,07/04/2018,Hồng,107.54,40,800,1450,650,--,0,--,--,--,--,Đúng
Hòa Bình,13,07/04/2018,Hồng,107.55,1540,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,07/04/2018,Hồng,107.38,40,800,1450,650,--,0,--,--,--,--,Đúng
Hòa Bình,1,08/04/2018,Hồng,107.48,45,800,1450,650,--,0,--,--,--,--,Đúng
Hòa Bình,7,08/04/2018,Hồng,107.35,316,800,1450,650,--,0,--,--,--,--,Đúng
Hòa Bình,13,08/04/2018,Hồng,107.24,492,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,19,08/04/2018,Hồng,107.09,144,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,10/04/2018,Hồng,107.30,2500,800,1130,330,--,0,--,--,--,--,Đúng
Hòa Bình,7,10/04/2018,Hồng,107.08,40,800,1170,370,--,0,--,--,--,--,Đúng
Hòa Bình,13,10/04/2018,Hồng,107.08,1450,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,19,10/04/2018,Hồng,107.03,1020,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,11/04/2018,Hồng,107.34,2590,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,11/04/2018,Hồng,107.37,1720,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,11/04/2018,Hồng,107.52,2670,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,11/04/2018,Hồng,107.54,1630,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,12/04/2018,Hồng,107.66,2500,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,12/04/2018,Hồng,107.37,1720,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,12/04/2018,Hồng,107.52,2670,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,12/04/2018,Hồng,107.70,1710,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,13/04/2018,Hồng,107.81,2410,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,13/04/2018,Hồng,107.80,1360,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,13/04/2018,Hồng,107.85,1890,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,13/04/2018,Hồng,107.89,1800,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,14/04/2018,Hồng,108,1450,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,14/04/2018,Hồng,107.85,127,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,14/04/2018,Hồng,107.85,1450,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,14/04/2018,Hồng,107.61,1010,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,15/04/2018,Hồng,107.90,137,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,15/04/2018,Hồng,107.89,1360,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,15/04/2018,Hồng,107.74,138,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,15/04/2018,Hồng,107.61,1010,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,16/04/2018,Hồng,107.74,2590,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,16/04/2018,Hồng,107.63,488,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,16/04/2018,Hồng,107.66,1710,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,16/04/2018,Hồng,107.66,1630,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,17/04/2018,Hồng,107.78,2500,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,17/04/2018,Hồng,107.64,225,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,17/04/2018,Hồng,107.66,1630,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,17/04/2018,Hồng,107.52,850,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,18/04/2018,Hồng,107.57,1890,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,18/04/2018,Hồng,107.42,340,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,18/04/2018,Hồng,107.39,1190,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,18/04/2018,Hồng,107.34,873,800,1290,490,--,0,--,--,--,--,Đúng
Hòa Bình,1,19/04/2018,Hồng,107.49,2480,800,1150,350,--,0,--,--,--,--,Đúng
Hòa Bình,7,19/04/2018,Hồng,107.37,259,800,1290,490,--,0,--,--,--,--,Đúng
Hòa Bình,13,19/04/2018,Hồng,107.42,1690,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,19/04/2018,Hồng,107.37,1020,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,20/04/2018,Hồng,107.50,2500,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,20/04/2018,Hồng,107.39,491,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,20/04/2018,Hồng,107.38,1370,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,20/04/2018,Hồng,107.35,1370,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,21/04/2018,Hồng,107.31,1190,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,21/04/2018,Hồng,107.38,317,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,21/04/2018,Hồng,107.42,1800,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,21/04/2018,Hồng,107.39,1190,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,22/04/2018,Hồng,107.49,1980,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,22/04/2018,Hồng,107.35,316,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,22/04/2018,Hồng,107.34,1280,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,22/04/2018,Hồng,107.29,1020,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,23/04/2018,Hồng,107.41,666,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,23/04/2018,Hồng,107.25,354,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,23/04/2018,Hồng,107.29,1800,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,23/04/2018,Hồng,107.33,1805,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,24/04/2018,Hồng,107.37,1450,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,24/04/2018,Hồng,107.33,1110,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,24/04/2018,Hồng,107.40,2070,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,24/04/2018,Hồng,107.41,1540,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,25/04/2018,Hồng,107.44,1450,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,7,25/04/2018,Hồng,107.34,1110,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,13,25/04/2018,Hồng,107.39,2070,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,19,25/04/2018,Hồng,107.23,1540,800,1430,630,--,0,--,--,--,--,Đúng
Hòa Bình,1,26/04/2018,Hồng,107.14,669,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,7,26/04/2018,Hồng,107.11,1190,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,13,26/04/2018,Hồng,107.17,1980,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,19,26/04/2018,Hồng,107.07,582,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,27/04/2018,Hồng,107.20,2290,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,7,27/04/2018,Hồng,107.09,493,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,13,27/04/2018,Hồng,107.04,1020,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,19,27/04/2018,Hồng,107.04,1460,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,28/04/2018,Hồng,107.11,2070,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,7,28/04/2018,Hồng,107.99,417,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,13,28/04/2018,Hồng,116.74,40,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,19,28/04/2018,Hồng,106.64,40,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,29/04/2018,Hồng,106.52,423,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,7,29/04/2018,Hồng,106.32,40,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,13,29/04/2018,Hồng,106.16,79,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,19,29/04/2018,Hồng,106.01,168,800,1440,640,--,0,--,--,--,--,Đúng
Hòa Bình,1,30/04/2018,Hồng,105.86,181,800,1450,650,--,0,--,--,--,--,Đúng
Hòa Bình,7,30/04/2018,Hồng,105.69,40,800,1400,600,--,0,--,--,--,--,Đúng
Hòa Bình,13,30/04/2018,Hồng,105.52,40,800,1450,650,--,0,--,--,--,--,Đúng
Hòa Bình,19,30/04/2018,Hồng,105.35,40,800,1460,660,--,0,--,--,--,--,Đúng
Hòa Bình,1,01/05/2018,Hồng,105.20,188,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,7,01/05/2018,Hồng,105.03,40,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,13,01/05/2018,Hồng,104.85,40,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,19,01/05/2018,Hồng,104.70,206,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,1,02/05/2018,Hồng,104.55,40,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,7,02/05/2018,Hồng,104.36,40,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,13,02/05/2018,Hồng,104.30,976,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,19,02/05/2018,Hồng,104.36,2000,600,1460,860,--,0,--,--,--,--,Đúng
Hòa Bình,1,03/05/2018,Hồng,104.40,210,600,1470,870,--,0,--,--,--,--,Đúng
Hòa Bình,7,03/05/2018,Hồng,104.20,40,600,1470,870,--,0,--,--,--,--,Đúng
Hòa Bình,13,03/05/2018,Hồng,104.15,1060,600,1470,870,--,0,--,--,--,--,Đúng
Hòa Bình,19,03/05/2018,Hồng,104.14,1400,600,1470,870,--,0,--,--,--,--,Đúng
Hòa Bình,1,04/05/2018,Hồng,104.28,1490,600,1470,870,--,0,--,--,--,--,Đúng
Hòa Bình,7,04/05/2018,Hồng,104.10,40,600,1470,870,--,0,--,--,--,--,Đúng
Hòa Bình,13,04/05/2018,Hồng,104.10,1610,600,1590,990,--,0,--,--,--,--,Đúng
Hòa Bình,19,04/05/2018,Hồng,104.05,1310,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,1,05/05/2018,Hồng,104.20,2010,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,7,05/05/2018,Hồng,104,40,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,13,05/05/2018,Hồng,103.90,898,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,19,05/05/2018,Hồng,103.96,2250,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,1,06/05/2018,Hồng,104,2080,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,7,06/05/2018,Hồng,104,40,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,13,06/05/2018,Hồng,103.66,564,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,19,06/05/2018,Hồng,103.60,1240,600,1720,1120,--,0,--,--,--,--,Đúng
Hòa Bình,1,07/05/2018,Hồng,103.54,1240,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,7,07/05/2018,Hồng,103.29,40,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,13,07/05/2018,Hồng,103.24,1320,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,19,07/05/2018,Hồng,103.34,2440,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,1,08/05/2018,Hồng,103.39,2170,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,7,08/05/2018,Hồng,103.41,1910,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,13,08/05/2018,Hồng,103.38,812,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,19,08/05/2018,Hồng,103.38,2420,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,1,09/05/2018,Hồng,103.44,2080,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,7,09/05/2018,Hồng,103.42,1580,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,13,09/05/2018,Hồng,103.44,1920,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,19,09/05/2018,Hồng,103.49,2170,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,1,10/05/2018,Hồng,103.50,1830,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,7,10/05/2018,Hồng,103.26,1920,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,13,10/05/2018,Hồng,103.24,802,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,19,10/05/2018,Hồng,103.26,1920,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,1,11/05/2018,Hồng,103.32,1600,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,7,11/05/2018,Hồng,103.09,40,600,1730,1130,--,0,--,--,--,--,Đúng
Hòa Bình,13,11/05/2018,Hồng,102.97,740,600,1730,1130,--,0,--,--,--,--,Đúng
